"id","username","location","relationship_type","target"
22275,"laura_0810","Los Angeles, California","follower","geoct"
22276,"techiecoolestmia","","follower","geoct"
22277,"annabellearthur717","Nashville","follower","geoct"
22278,"lisahenson016","Texas","follower","geoct"
22279,"lisamax_6157","San Diego California","follower","geoct"
22280,"tiffanylawson759","USA","follower","geoct"
22281,"janny524","NYC","follower","geoct"
22282,"samanthar2","","follower","geoct"
22283,"jenlopez793","","follower","geoct"
22284,"rubblesxospace1","Nashville TN","follower","geoct"
22285,"wearehonor","","follower","geoct"
22286,"immel26","Hollywood","follower","geoct"
22287,"heartvicky01","Canada","follower","geoct"
22288,"heartvicky1","","follower","geoct"
22289,"liliana102","Florida","follower","geoct"
22290,"gracehend22","Turkey","follower","geoct"
22291,"rawwithpeacee","Florida","follower","geoct"
22292,"gloriasala3636","Grand Rapids,Michigan","follower","geoct"
22293,"marybryant02","","follower","geoct"
22294,"dancesmall","NFSC","follower","geoct"
22295,"janetsotlarrs","Texas","follower","geoct"
22296,"linda_8200","","follower","geoct"
22297,"mattcogdeill","United States","follower","geoct"
22298,"charlotte5151","South Carolina","follower","geoct"
22299,"ameliahuang89","Oklahoma","follower","geoct"
22300,"daliapuente","Long Beach , CA","follower","geoct"
22301,"susan_4773","Miami Florida","follower","geoct"
22302,"kxards18","Miami Florida","follower","geoct"
22303,"lindsey_fp","","follower","geoct"
22304,"adamuharuna0908","","follower","geoct"
22305,"lorretawhite","","follower","geoct"
22306,"miadavis02777","","follower","geoct"
22307,"thot50481","","follower","geoct"
22308,"christpurity93","","follower","geoct"
22309,"yanceyrobin03_","Rome Georgia","follower","geoct"
22310,"serahloveth45","","follower","geoct"
22311,"wethepeopieusa","America, Land of the Free","follower","geoct"
22312,"stella_3652","Washington Dc","follower","geoct"
22313,"elizapowle","United States","follower","geoct"
22314,"sarah826","🇺🇸🇺🇸🇺🇸🇺🇸","follower","geoct"
22315,"shirley_2410","","follower","geoct"
22316,"becca2860","Roseville calif.","following","geoct"
22317,"electionwizard","The Swamp","following","geoct"
22318,"wolfgang51365","QUEENS, NYC!!!","following","geoct"
22319,"susanbatesdtca","Dallas","following","geoct"
22320,"fierro","Texas","following","geoct"
22321,"shaylenmelendez","","following","geoct"
22322,"beatles1965jad","Sun Shine State","following","geoct"
22323,"kathy4truth","Wherever logic is needed.","following","geoct"
22324,"joebonz","Sarasota","following","geoct"
22325,"goxborough","Florida","following","geoct"
22326,"nickolasjames","LifeFreeorDie!","following","geoct"
22327,"tomshillue","New York, NY","following","geoct"
22328,"deannarae050","Houston Texas","following","geoct"
22329,"keiko1104","Tampa Florida","following","geoct"
22330,"claralobocarl_","Usa","following","geoct"
22331,"mckinnondianne","Los Angeles, California","following","geoct"
22332,"trumpvvon_5340","","following","geoct"
22333,"kennicott5","Camano Island, Washington","following","geoct"
22334,"ashley_2206","🌎","following","geoct"
22335,"jmg216","","following","geoct"
22336,"orthodoxconservative","United States","following","geoct"
22337,"jamesf_","Ottawa","following","geoct"
22338,"ohmichael","⬇️Join @OHMichael’s Meme Group","following","geoct"
22339,"demsstoleelecti","","following","geoct"
22340,"irishpatriot54","Castaic Junction, Ca.","following","geoct"
22341,"keepourrights","Rio Rancho, New Mexico","following","geoct"
22342,"danarusev97m","Refugee camp","following","geoct"
22343,"elizabetheallens","Georgia","following","geoct"
22344,"aktucker0122","","following","geoct"
22345,"emilyadamsvw","IN","following","geoct"
22346,"johnsonleticia31","Cleveland, Ohio","following","geoct"
22347,"maria014","Buffalo NY","following","geoct"
22348,"bigdaddytx","TX","following","geoct"
22349,"homeboy88","texas","following","geoct"
22350,"irredeemableyde","Macy Indiana","following","geoct"
22351,"kiwirob67","New Zealand","following","geoct"
22352,"zjn123","","following","geoct"
22353,"shoooter61","Florida","following","geoct"
22354,"sylvia_islas2","","following","geoct"
22355,"tinamanns","Alabama","following","geoct"
22356,"mindy340","Oakland CA","following","geoct"
22357,"badgatsby","Away from Libtards","following","geoct"
22358,"guttergoddess","Surprise, AZ","following","geoct"
22359,"proudelephantus","","following","geoct"
22360,"sanctified_one","","following","geoct"
22361,"kimberly_richards","South Carolina","following","geoct"
22362,"donmcglashen","USA","following","geoct"
22363,"20hof00","TEXAS","following","geoct"
22364,"i_am_drew_barrymore__","","following","geoct"
22365,"jfk1964","paradise","following","geoct"
22366,"tomrobertsonnn","","follower","haroldball"
22367,"keiko1104","Tampa Florida","follower","haroldball"
22368,"lovely1105211_0813","","follower","haroldball"
22369,"kelly7","","follower","haroldball"
22370,"samanthar2","","follower","haroldball"
22371,"bobcarlson","Pennsylvania","follower","haroldball"
22372,"corndog007","North Carolina","follower","haroldball"
22373,"patriotmajor_","","follower","haroldball"
22374,"fangchuan893","","follower","haroldball"
22375,"parkercaroline96","","follower","haroldball"
22376,"loyaltruth456","Taxas","follower","haroldball"
22377,"nicholas_z69","","follower","haroldball"
22378,"gamarr","Gama/Brasil","follower","haroldball"
22379,"dr_cbyron","HAWAII 🌺IDAHO 🇺🇸ISRAEL 🇮🇱","follower","haroldball"
22380,"rightwingnews","","follower","haroldball"
22381,"willycart","Kingsport TN","follower","haroldball"
22382,"blackjack","","follower","haroldball"
22383,"donaldtrumpteam2024____q","","follower","haroldball"
22384,"kevinjtaylor","Cardiff,Wales","follower","haroldball"
22385,"kapur","","follower","haroldball"
22386,"shannonsophia","","follower","haroldball"
22387,"wefun","","follower","haroldball"
22388,"sarahwilliams662","","follower","haroldball"
22389,"bigbob63","Dallas, tx","follower","haroldball"
22390,"twinktrin","Canada","follower","haroldball"
22391,"jiaoma","新中国联邦","follower","haroldball"
22392,"drmokievet","St. Johns, FL","follower","haroldball"
22393,"magaisdead","Deep Blue, GA","follower","haroldball"
22394,"haoguo","","follower","haroldball"
22395,"huyuxuan","","follower","haroldball"
22396,"jinshaozi","","follower","haroldball"
22397,"36cia","USA🇺🇸","follower","haroldball"
22398,"dixiegunn","USA","follower","haroldball"
22399,"handong","USA","follower","haroldball"
22400,"v7vbq26s6c","","follower","haroldball"
22401,"bethanyfaulk","California Los Angeles","follower","haroldball"
22402,"ocscorpionking","USA","follower","haroldball"
22403,"nowotarski1","","follower","haroldball"
22404,"patrioticgramp","Nowhere","follower","haroldball"
22405,"maxinelucas","Michigan","follower","haroldball"
22406,"johnkennedyfirst1","Arizona","follower","haroldball"
22407,"kiantiu2","西朝鲜","follower","haroldball"
22408,"greatmeg_w347_","United state of America 🇺🇸","follower","haroldball"
22409,"sasha_7070","Alabama","follower","haroldball"
22410,"bnp_forever","West Midlands","follower","haroldball"
22411,"fabianmichael232","Blackpool, UK","follower","haroldball"
22412,"claracarl221","","follower","haroldball"
22413,"raywern","Texas","follower","haroldball"
22414,"signalsunlimited","","follower","haroldball"
22415,"lsamuelson","California","follower","haroldball"
22416,"drmokievet","St. Johns, FL","following","haroldball"
22417,"patrioticgramp","Nowhere","following","haroldball"
22418,"maxinelucas","Michigan","following","haroldball"
22419,"repyvette","New Mexico","following","haroldball"
22420,"kiantiu2","西朝鲜","following","haroldball"
22421,"greatmeg_w347_","United state of America 🇺🇸","following","haroldball"
22422,"fabianmichael232","Blackpool, UK","following","haroldball"
22423,"claracarl221","","following","haroldball"
22424,"bnp_forever","West Midlands","following","haroldball"
22425,"sasha_7070","Alabama","following","haroldball"
22426,"janjekielek","New York, New York","following","haroldball"
22427,"raywern","Texas","following","haroldball"
22428,"inthenamea","","following","haroldball"
22429,"signalsunlimited","","following","haroldball"
22430,"lsamuelson","California","following","haroldball"
22431,"repmobrooks","Alabama","following","haroldball"
22432,"sidneypowell","🇺🇸 USA 🇺🇸","following","haroldball"
22433,"rustyrockets","","following","haroldball"
22434,"repandyharrismd","Maryland's First District","following","haroldball"
22435,"halrebel7","The Free Country of Florida 💪","following","haroldball"
22436,"sgtmark","","following","haroldball"
22437,"cobratate","","following","haroldball"
22438,"lee2021","1CNR  A U S","following","haroldball"
22439,"coggy440","","following","haroldball"
22440,"whathefuck","","following","haroldball"
22441,"landonjj","Omaha NE","following","haroldball"
22442,"andrewwkoenigs","Emporia","following","haroldball"
22443,"anniemay00","Ute","following","haroldball"
22444,"reportermccabe","Washington, D.C.","following","haroldball"
22445,"gitrdonelarry","USA","following","haroldball"
22446,"judiciarygop","Washington, D.C.","following","haroldball"
22447,"cowboylogic","God's Country, USA","following","haroldball"
22448,"danibeth","Deep in the heart of TEXAS","following","haroldball"
22449,"jsjustice1","America","following","haroldball"
22450,"itsfahad","","following","haroldball"
22451,"hongkongner","","following","haroldball"
22452,"camrynbaylee","","following","haroldball"
22453,"victorychannel","Fort Worth, Texas","following","haroldball"
22454,"brakeman7591","Virginia","following","haroldball"
22455,"ray11262","Kansas, usa","following","haroldball"
22456,"derrickcbyron","","following","haroldball"
22457,"townhall","","following","haroldball"
22458,"resistthems","","following","haroldball"
22459,"mydorisx","Cupertino,CA","following","haroldball"
22460,"electionwizard","The Swamp","following","haroldball"
22461,"johnburk","Dallas Texas","following","haroldball"
22462,"nationfirstaust","","following","haroldball"
22463,"olitrader","ark-ar","following","haroldball"
22464,"majoralanr","Freeport. NY","following","haroldball"
22465,"freedomdailyusa","","following","haroldball"
22466,"948637","","follower","pjpolaco"
22467,"pangu_pilinian","","follower","pjpolaco"
22468,"orangeziyu","","follower","pjpolaco"
22469,"kxh474383777","家裡","follower","pjpolaco"
22470,"d7tuen0n5mtmghe","新中国联邦","follower","pjpolaco"
22471,"xmly14","NYC,NY","follower","pjpolaco"
22472,"shasha4567","","follower","pjpolaco"
22473,"39weitai","台南","follower","pjpolaco"
22474,"citizenofearth","NFSC","follower","pjpolaco"
22475,"myhimalayasong","","follower","pjpolaco"
22476,"mayixiaogege","USA","follower","pjpolaco"
22477,"weizhenbupo7749","The New Federal State of China","follower","pjpolaco"
22478,"angelanuskin","USA","follower","pjpolaco"
22479,"mosplpes","","follower","pjpolaco"
22480,"haimalaya777","","follower","pjpolaco"
22481,"sofia777","","follower","pjpolaco"
22482,"showyang","","follower","pjpolaco"
22483,"ale147","","follower","pjpolaco"
22484,"ckastner","","follower","pjpolaco"
22485,"lisamoom","","follower","pjpolaco"
22486,"sunflower","New Federal State of China","follower","pjpolaco"
22487,"xuewei3000","","follower","pjpolaco"
22488,"whzhczhd","","follower","pjpolaco"
22489,"jeongdoofficial","新中国联邦 | NFSC","follower","pjpolaco"
22490,"hectormorgan","Mainland China","follower","pjpolaco"
22491,"namoamidafo","1.信有西方极乐世界2.想去西方极乐世界3.发菩提心一向专念","follower","pjpolaco"
22492,"lindamagafirst","ca","follower","pjpolaco"
22493,"wangmaihua","","follower","pjpolaco"
22494,"poodleface","Illinois, USA","follower","pjpolaco"
22495,"wll_4499","","follower","pjpolaco"
22496,"forfreedom","","follower","pjpolaco"
22497,"junrong_gu","college point NY11356","follower","pjpolaco"
22498,"niupai","","follower","pjpolaco"
22499,"yuhuochongsheng77","","follower","pjpolaco"
22500,"gn860603","","follower","pjpolaco"
22501,"foods7","","follower","pjpolaco"
22502,"hopkons","","follower","pjpolaco"
22503,"schubidoo","Kentucky","follower","pjpolaco"
22504,"junge1992","","follower","pjpolaco"
22505,"thinkingbird","","follower","pjpolaco"
22506,"nationalpark","","follower","pjpolaco"
22507,"revelation_777","Las Vegas NV","follower","pjpolaco"
22508,"nanshenk","","follower","pjpolaco"
22509,"mrkarthikkn","TN","follower","pjpolaco"
22510,"jhonnychan","","follower","pjpolaco"
22511,"kotomi1117","Japan","follower","pjpolaco"
22512,"milestonejuly1","","follower","pjpolaco"
22513,"xiaomayi2023","","follower","pjpolaco"
22514,"jiuzi2116","","follower","pjpolaco"
22515,"wangbule14","","follower","pjpolaco"
22516,"gettr","New York, NY","following","pjpolaco"
22517,"joerogan","","following","pjpolaco"
22518,"lexy1997","My Profile -","following","pjpolaco"
22519,"waynedupreeshow","USAF Desert Storm/Shield Vet","following","pjpolaco"
22520,"seanhannity","NYC","following","pjpolaco"
22521,"imalexweber","USA","following","pjpolaco"
22522,"jackposobiec","Wuhan Lab Rm 7","following","pjpolaco"
22523,"rudygiuliani","New York, NY","following","pjpolaco"
22524,"kayleighmcenany","","following","pjpolaco"
22525,"enesfreedom","","following","pjpolaco"
22526,"mariabartiromo","New York, NY","following","pjpolaco"
22527,"mikepompeo","","following","pjpolaco"
22528,"austengallina3u","","follower","murkywaters"
22529,"darius1rucker","Charleston, SC","follower","murkywaters"
22530,"tomnimtz1","Meeeechegan !","follower","murkywaters"
22531,"eyesopenamerican","","follower","murkywaters"
22532,"yelihuan","","follower","murkywaters"
22533,"shelly_","🌏 planet earth 🌎","follower","murkywaters"
22534,"dryan3868","The Hammer, Chinada","follower","murkywaters"
22535,"briancurran121","ULTRAMAGA","follower","murkywaters"
22536,"bournyboy76","UK 🇬🇧","follower","murkywaters"
22537,"katherinagray07","San Jose","follower","murkywaters"
22538,"misakamikoto","Yerevan, Armenia","follower","murkywaters"
22539,"taz196","Ontario","follower","murkywaters"
22540,"freedomlane","Denver, CO","follower","murkywaters"
22541,"beatles1965jad","Sun Shine State","follower","murkywaters"
22542,"randysmith3579","United state","follower","murkywaters"
22543,"assurance88","","follower","murkywaters"
22544,"oleskyiv","Ukraine 🇺🇦 🔱","follower","murkywaters"
